gene_id,median_tpm
ENSG00000272449,7.72676
ENSG00000238164,2.82539
ENSG00000157873,95.899
ENSG00000225931,0.340355
ENSG00000228037,1.16904
ENSG00000157870,5.7527
ENSG00000142606,0.127913
ENSG00000237058,0.0
ENSG00000215912,0.163176
ENSG00000283259,0.0
ENSG00000233234,0.0
ENSG00000231630,0.0
ENSG00000169717,0.0
ENSG00000177133,0.0302992
ENSG00000142611,0.0183187
ENSG00000283572,0.0
ENSG00000226286,0.0
ENSG00000279839,0.0
ENSG00000272235,0.0
ENSG00000130762,0.0412619
ENSG00000272088,0.0
ENSG00000162591,6.81885
ENSG00000207776,0.0
ENSG00000238260,1.61769
ENSG00000158109,42.2346
ENSG00000116213,16.4965
ENSG00000078900,0.11905
ENSG00000227589,0.0455004
ENSG00000235131,0.0
ENSG00000227372,2.11262
ENSG00000162592,0.0
ENSG00000235169,16.2055
ENSG00000130764,6.81868
ENSG00000266075,0.18217
ENSG00000272153,1.16899
ENSG00000116198,2.65219
ENSG00000169598,2.07027
ENSG00000198912,7.35761
ENSG00000236423,0.175806
ENSG00000233304,0.0
ENSG00000226374,0.0
ENSG00000229280,0.0
ENSG00000235054,0.0
ENSG00000227169,0.0
ENSG00000232596,0.0
ENSG00000196581,0.00814801
ENSG00000231510,0.0
ENSG00000260972,0.0
ENSG00000283356,0.0
ENSG00000236948,0.0
ENSG00000264341,0.0
ENSG00000264101,0.0
ENSG00000131697,1.77939
ENSG00000069424,52.7029
ENSG00000116254,0.042965
ENSG00000116251,45.7725
ENSG00000226944,0.0
ENSG00000158286,0.249339
ENSG00000116237,4.29475
ENSG00000225077,0.0112358
ENSG00000173673,0.0
ENSG00000158292,0.865711
ENSG00000097021,2.95443
ENSG00000069812,0.00627104
ENSG00000187017,1.12221
ENSG00000265392,0.0
ENSG00000231868,0.0
ENSG00000215788,10.6026
ENSG00000171680,0.309659
ENSG00000162408,1.74914
ENSG00000253022,0.0
ENSG00000229519,0.0
ENSG00000173662,0.0240813
ENSG00000204859,33.1579
ENSG00000162413,24.2454
ENSG00000116273,5.33112
ENSG00000041988,5.63377
ENSG00000007923,3.20238
ENSG00000228750,0.0
ENSG00000237436,0.0
ENSG00000171735,1.16292
ENSG00000227950,0.0
ENSG00000237365,0.0
ENSG00000207056,0.0
ENSG00000237402,0.0
ENSG00000237728,0.0
ENSG00000225126,0.0
ENSG00000270171,0.0
ENSG00000270035,0.0
ENSG00000269978,0.0
ENSG00000049245,60.53
ENSG00000269925,1.83701
ENSG00000049246,0.340559
ENSG00000236266,0.0835123
ENSG00000049247,0.294265
ENSG00000049249,1.44103
ENSG00000270330,0.151701
ENSG00000116288,61.4826
ENSG00000200344,0.0
ENSG00000116285,0.805055
ENSG00000238290,0.0
ENSG00000232848,0.0
ENSG00000229305,0.0
ENSG00000227634,0.0
ENSG00000200975,0.0
ENSG00000233645,0.0
ENSG00000251977,0.0
ENSG00000162426,0.19549
ENSG00000252254,0.0
ENSG00000142599,17.4053
ENSG00000232912,2.91403
ENSG00000221083,0.0
ENSG00000270282,0.0
ENSG00000234619,0.0
ENSG00000224315,0.0
ENSG00000222511,0.0
ENSG00000226545,0.0
ENSG00000228423,0.0
ENSG00000229716,0.0
ENSG00000074800,670.27
ENSG00000274258,0.0
ENSG00000236269,0.800547
ENSG00000230679,0.197372
ENSG00000201725,0.0
ENSG00000238249,0.115602
ENSG00000232208,0.59795
ENSG00000232663,0.0
ENSG00000131686,0.0841131
ENSG00000265141,0.0
ENSG00000197241,0.0
ENSG00000142583,1.45346
ENSG00000252404,0.0
ENSG00000180758,0.621892
ENSG00000228526,0.0668162
ENSG00000234546,0.0222458
ENSG00000281937,0.0
ENSG00000049239,11.6547
ENSG00000171621,0.856933
ENSG00000252956,0.0
ENSG00000235263,0.0
ENSG00000171612,0.993388
ENSG00000231181,0.0753053
ENSG00000188807,0.653702
ENSG00000171608,96.7038
ENSG00000179840,2.60299
ENSG00000233268,0.0601582
ENSG00000231789,0.282854
ENSG00000171603,8.58892
ENSG00000271264,0.0
ENSG00000280113,0.0
ENSG00000178585,6.1097
ENSG00000162441,5.41414
ENSG00000228150,0.228969
ENSG00000173614,2.32129
ENSG00000202415,0.410549
ENSG00000283611,0.0
ENSG00000265521,0.0
ENSG00000162444,22.0667
ENSG00000130939,8.58023
ENSG00000224340,0.0
ENSG00000233623,0.0
ENSG00000201746,0.0
ENSG00000054523,6.37837
ENSG00000264881,0.0
ENSG00000199562,0.0
ENSG00000142657,661.138
ENSG00000271989,0.0
ENSG00000175279,0.716207
ENSG00000241563,0.390885
ENSG00000160049,2.64827
ENSG00000142655,7.44282
ENSG00000243267,0.0
ENSG00000130940,1.29182
ENSG00000272078,0.574583
ENSG00000225158,0.0
ENSG00000175262,0.120571
ENSG00000215785,0.0
ENSG00000120948,15.5799
ENSG00000009724,0.369035
ENSG00000271895,4.92841
ENSG00000116649,16.8199
ENSG00000171824,14.9554
ENSG00000226849,1.02891
ENSG00000230337,0.120295
ENSG00000198793,3.03492
ENSG00000225602,0.0
ENSG00000253086,0.0
ENSG00000171819,0.058046
ENSG00000207451,0.0
ENSG00000238173,0.0
ENSG00000120942,2.77318
ENSG00000238199,0.0
ENSG00000224338,0.0
ENSG00000204624,0.0460224
ENSG00000235643,0.0
ENSG00000116661,1.9786
ENSG00000132879,8.70029
ENSG00000116663,18.4934
ENSG00000116670,19.6551
ENSG00000162490,0.409136
ENSG00000177674,163.805
ENSG00000215910,0.0180511
ENSG00000177553,0.0
ENSG00000177000,5.16997
ENSG00000011021,3.17555
ENSG00000242349,1.71458
ENSG00000175206,1.68926
ENSG00000120937,0.0959771
ENSG00000224904,0.0
ENSG00000199347,0.0
ENSG00000201801,0.0
ENSG00000116685,45.13
ENSG00000083444,39.0073
ENSG00000116688,46.0569
ENSG00000270914,0.0
ENSG00000116691,47.7729
ENSG00000202461,0.258957
ENSG00000276869,0.0
ENSG00000243539,0.0
ENSG00000120949,4.84202
ENSG00000201135,0.0
ENSG00000227875,0.0
ENSG00000283789,0.0
ENSG00000028137,474.277
ENSG00000263676,0.0
ENSG00000225196,0.0
ENSG00000252969,0.0
ENSG00000048707,2.74527
ENSG00000239149,0.485403
ENSG00000229484,0.0
ENSG00000162496,9.85597
ENSG00000221340,0.0
ENSG00000276830,0.0
ENSG00000272482,0.116834
ENSG00000204518,0.0
ENSG00000226166,0.0
ENSG00000188984,0.0
ENSG00000157330,0.0
ENSG00000116726,0.0
ENSG00000116721,0.0
ENSG00000228338,0.0
ENSG00000239810,0.0
ENSG00000231103,0.0
ENSG00000179172,0.0664019
ENSG00000120952,0.0
ENSG00000243073,0.0
ENSG00000187545,0.0
ENSG00000204510,0.0
ENSG00000207434,0.0
ENSG00000234064,0.0
ENSG00000232423,0.0
ENSG00000274178,0.0
ENSG00000274764,0.0
ENSG00000277058,0.0
ENSG00000229571,0.0
ENSG00000277862,0.0
ENSG00000236179,0.0
ENSG00000275774,0.0
ENSG00000229978,0.0
ENSG00000233336,0.0
ENSG00000280267,0.0
ENSG00000179412,0.0
ENSG00000204505,0.0
ENSG00000279169,0.0
ENSG00000279804,0.0
ENSG00000250894,0.0
ENSG00000270601,0.0
ENSG00000231219,0.0
ENSG00000207511,0.0
ENSG00000182330,0.0
ENSG00000237700,0.0
ENSG00000204501,0.0
ENSG00000228229,0.0
ENSG00000204481,0.0
ENSG00000204480,0.0
ENSG00000204479,0.0
ENSG00000204478,0.0
ENSG00000162494,0.0
ENSG00000259961,0.0
ENSG00000215909,0.0
ENSG00000162493,0.0370976
ENSG00000222952,0.0
ENSG00000237445,0.0
ENSG00000253085,0.0
ENSG00000116731,7.17516
ENSG00000189337,1.30208
ENSG00000252151,0.0
ENSG00000231606,0.0
ENSG00000234593,0.0
ENSG00000235829,0.0
ENSG00000175147,0.0137139
ENSG00000171729,0.674957
ENSG00000204464,0.0
ENSG00000215720,0.0
ENSG00000278480,0.0
ENSG00000142621,0.0510614
ENSG00000233485,0.0180228
ENSG00000236045,0.0
ENSG00000228140,0.450813
ENSG00000142634,416.924
ENSG00000162438,0.685797
ENSG00000142615,0.071829
ENSG00000215704,0.0751667
ENSG00000132906,5.50825
ENSG00000116138,1.42343
ENSG00000251866,0.0
ENSG00000272510,0.0
ENSG00000116771,0.743123
ENSG00000237301,0.0170307
ENSG00000235084,0.668383
ENSG00000252417,0.0
ENSG00000236500,0.0
ENSG00000197312,1.92649
ENSG00000271742,0.0
ENSG00000116786,38.2335
ENSG00000237938,0.491111
ENSG00000162461,0.575721
ENSG00000162460,0.0
ENSG00000224459,0.0
ENSG00000162458,0.123284
ENSG00000224321,0.208804
ENSG00000233954,1.82283
ENSG00000178715,0.75752
ENSG00000179743,2.2119
ENSG00000065526,7.53548
ENSG00000270620,0.0
ENSG00000116809,16.9908
ENSG00000234607,0.0
ENSG00000231353,0.0
ENSG00000275503,0.0
ENSG00000224966,0.0
ENSG00000183888,0.0
ENSG00000173641,0.535466
ENSG00000186510,0.0148278
ENSG00000232456,0.0
ENSG00000184908,0.0
ENSG00000185519,0.0
ENSG00000142627,0.0967222
ENSG00000227959,0.0
ENSG00000224621,0.0
ENSG00000142632,1.73857
ENSG00000237276,0.366945
ENSG00000132881,0.850722
ENSG00000233929,1.36354
ENSG00000037637,5.6842
ENSG00000055070,32.4857
ENSG00000226457,0.085749
ENSG00000187144,0.00937482
ENSG00000157191,43.4849
ENSG00000226029,0.654547
ENSG00000080947,0.827249
ENSG00000206652,0.0
ENSG00000261135,0.0
ENSG00000224174,0.0
ENSG00000233421,0.0
ENSG00000277344,0.0
ENSG00000268991,0.0
ENSG00000225710,0.0
ENSG00000219481,0.297237
ENSG00000271732,0.0
ENSG00000215908,6.11336
ENSG00000186301,0.432261
ENSG00000282143,0.0
ENSG00000207513,0.0
ENSG00000237847,0.0
ENSG00000280114,0.0
ENSG00000236698,0.100851
ENSG00000268869,0.010954
ENSG00000279151,0.0
ENSG00000279132,0.0
ENSG00000282740,0.0
ENSG00000207389,0.0
ENSG00000227684,0.0
ENSG00000186715,0.0953508
ENSG00000223643,0.0
ENSG00000230239,0.0
ENSG00000263811,0.0
ENSG00000228549,0.0191582
ENSG00000238142,2.62509
ENSG00000235241,0.854277
ENSG00000207005,0.0
ENSG00000272426,0.161641
ENSG00000058453,3.13756
ENSG00000117122,0.0270125
ENSG00000226526,0.0
ENSG00000159363,11.515
ENSG00000117118,52.7293
ENSG00000117115,87.3465
ENSG00000204362,0.0
ENSG00000282843,0.0
ENSG00000142623,0.0111653
ENSG00000142619,0.0
ENSG00000266634,0.0
ENSG00000159339,196.026
ENSG00000276747,0.170105
ENSG00000179051,14.5922
ENSG00000074964,1.8431
ENSG00000236648,0.0
ENSG00000117148,0.0
ENSG00000261781,0.0
ENSG00000117154,0.0678625
ENSG00000280222,0.0
ENSG00000230035,0.0
ENSG00000225387,0.0
ENSG00000179023,0.0
ENSG00000235282,0.0
ENSG00000225478,0.0
ENSG00000009709,0.0
ENSG00000179002,0.0
ENSG00000159423,3.40818
ENSG00000265606,0.0
ENSG00000221662,0.0
ENSG00000169991,2.03739
ENSG00000272084,0.58244
ENSG00000127481,10.8001
ENSG00000230424,0.442582
ENSG00000127463,1.71273
ENSG00000053372,4.29
ENSG00000211454,0.0821003
ENSG00000162482,0.310382
ENSG00000270728,0.0812884
ENSG00000053371,15.4911
ENSG00000200403,0.0
ENSG00000040487,5.45261
ENSG00000077549,216.041
ENSG00000240490,0.0
ENSG00000201609,0.0
ENSG00000235185,0.0
ENSG00000173436,5.05777
ENSG00000226396,3.53449
ENSG00000158747,1.28534
ENSG00000158748,0.0478756
ENSG00000162542,3.93998
ENSG00000178828,0.0
ENSG00000235434,0.0
ENSG00000169914,1.01437
ENSG00000188784,0.0
ENSG00000242688,0.0
ENSG00000188257,0.607723
ENSG00000127472,0.0255687
ENSG00000117215,0.0373807
ENSG00000158786,0.0
ENSG00000227066,0.0165538
ENSG00000187980,0.0434629
ENSG00000225986,0.438666
ENSG00000162543,0.247745
ENSG00000228105,0.0
ENSG00000158816,0.00397155
ENSG00000226664,0.0
ENSG00000236963,0.0
ENSG00000226487,0.0
ENSG00000162545,0.756595
ENSG00000090432,12.336
ENSG00000215520,0.0
ENSG00000183114,0.0
ENSG00000158825,374.476
ENSG00000158828,26.8305
ENSG00000117242,1.52089
ENSG00000244038,68.8467
ENSG00000117245,0.0568659
ENSG00000235432,0.0
ENSG00000189410,0.0240422
ENSG00000233069,0.0
ENSG00000127483,16.6079
ENSG00000075151,8.11056
ENSG00000251914,0.0
ENSG00000221808,0.0
ENSG00000233072,0.0
ENSG00000236073,0.0
ENSG00000235112,0.0
ENSG00000117298,62.9175
ENSG00000236936,0.58297
ENSG00000231105,1.00998
ENSG00000236216,0.0
ENSG00000228823,0.0
ENSG00000236009,0.0
ENSG00000227001,0.122587
ENSG00000187952,0.0822724
ENSG00000186543,0.0
ENSG00000142794,0.444624
