gene_id,median_tpm
ENSG00000272161,0.165087
ENSG00000269896,0.802987
ENSG00000272420,1.08628
ENSG00000157916,54.0642
ENSG00000157911,6.23842
ENSG00000149527,4.54632
ENSG00000224387,0.216603
ENSG00000229393,0.218058
ENSG00000157881,7.0193
ENSG00000197921,0.143452
ENSG00000272449,2.20543
ENSG00000238164,2.215
ENSG00000157873,48.2823
ENSG00000225931,0.0954031
ENSG00000228037,0.307812
ENSG00000157870,5.05063
ENSG00000142606,0.0540246
ENSG00000237058,0.0
ENSG00000215912,0.111832
ENSG00000283259,0.0
ENSG00000233234,0.0
ENSG00000231630,0.0
ENSG00000169717,0.0
ENSG00000177133,0.207853
ENSG00000142611,0.144479
ENSG00000283572,0.0
ENSG00000226286,0.0
ENSG00000279839,0.0
ENSG00000272235,0.0
ENSG00000130762,4.16166
ENSG00000272088,0.199912
ENSG00000162591,2.97639
ENSG00000207776,0.0
ENSG00000238260,0.662418
ENSG00000158109,62.2207
ENSG00000116213,8.5606
ENSG00000078900,0.0906901
ENSG00000227589,0.0
ENSG00000235131,0.0
ENSG00000227372,6.00213
ENSG00000162592,0.0
ENSG00000235169,3.97035
ENSG00000130764,18.5194
ENSG00000266075,0.533016
ENSG00000272153,3.50818
ENSG00000116198,5.49655
ENSG00000169598,3.38575
ENSG00000198912,11.7622
ENSG00000236423,0.413381
ENSG00000233304,0.0
ENSG00000226374,0.0
ENSG00000229280,0.0
ENSG00000235054,0.0
ENSG00000227169,0.0
ENSG00000232596,0.0
ENSG00000196581,0.0755824
ENSG00000231510,0.0
ENSG00000260972,0.0
ENSG00000283356,0.0
ENSG00000236948,0.0
ENSG00000264341,0.0
ENSG00000264101,0.0
ENSG00000131697,1.53755
ENSG00000069424,2.56266
ENSG00000116254,0.0445114
ENSG00000116251,52.8062
ENSG00000226944,0.972695
ENSG00000158286,8.66046
ENSG00000116237,10.2458
ENSG00000225077,0.393787
ENSG00000173673,0.0
ENSG00000158292,2.35797
ENSG00000097021,7.55398
ENSG00000069812,0.0198608
ENSG00000187017,19.0626
ENSG00000265392,0.0
ENSG00000231868,0.0
ENSG00000215788,2.99274
ENSG00000171680,1.20543
ENSG00000162408,4.0195
ENSG00000253022,0.0
ENSG00000229519,0.0987701
ENSG00000173662,0.0461578
ENSG00000204859,22.5764
ENSG00000162413,9.57008
ENSG00000116273,5.98896
ENSG00000041988,6.27883
ENSG00000007923,9.36539
ENSG00000228750,0.0
ENSG00000237436,0.105042
ENSG00000171735,2.84413
ENSG00000227950,0.0
ENSG00000237365,0.0
ENSG00000207056,0.0
ENSG00000237402,0.0
ENSG00000237728,0.0
ENSG00000225126,0.0
ENSG00000270171,0.0
ENSG00000270035,0.0
ENSG00000269978,0.0950573
ENSG00000049245,19.9146
ENSG00000269925,1.41721
ENSG00000049246,8.46187
ENSG00000236266,0.712806
ENSG00000049247,0.0372294
ENSG00000049249,0.0377477
ENSG00000270330,0.0
ENSG00000116288,110.767
ENSG00000200344,0.0
ENSG00000116285,220.092
ENSG00000238290,0.246359
ENSG00000232848,0.0
ENSG00000229305,0.0
ENSG00000227634,0.705033
ENSG00000200975,0.0
ENSG00000233645,0.0
ENSG00000251977,0.0
ENSG00000162426,0.21513
ENSG00000252254,0.0
ENSG00000142599,11.5137
ENSG00000232912,0.329466
ENSG00000221083,0.0
ENSG00000270282,0.0
ENSG00000234619,0.0
ENSG00000224315,0.0
ENSG00000222511,0.0
ENSG00000226545,0.0
ENSG00000228423,0.0
ENSG00000229716,0.0
ENSG00000074800,272.603
ENSG00000274258,0.0
ENSG00000236269,0.0987726
ENSG00000230679,0.22429
ENSG00000201725,0.0
ENSG00000238249,0.0
ENSG00000232208,0.0
ENSG00000232663,0.0
ENSG00000131686,0.0
ENSG00000265141,0.0
ENSG00000197241,0.0
ENSG00000142583,0.125334
ENSG00000252404,0.0
ENSG00000180758,4.33345
ENSG00000228526,2.37107
ENSG00000234546,0.362959
ENSG00000281937,0.0113003
ENSG00000049239,68.4088
ENSG00000171621,20.23
ENSG00000252956,0.0
ENSG00000235263,0.549776
ENSG00000171612,7.16059
ENSG00000231181,1.00307
ENSG00000188807,1.3023
ENSG00000171608,2.14619
ENSG00000179840,0.0
ENSG00000233268,0.0
ENSG00000231789,0.161219
ENSG00000171603,5.47905
ENSG00000271264,0.0
ENSG00000280113,0.0
ENSG00000178585,6.65702
ENSG00000162441,5.85235
ENSG00000228150,0.20876
ENSG00000173614,3.09551
ENSG00000202415,0.0908598
ENSG00000283611,0.0
ENSG00000265521,0.0
ENSG00000162444,2.41568
ENSG00000130939,7.51895
ENSG00000224340,0.0
ENSG00000233623,0.0286995
ENSG00000201746,0.0
ENSG00000054523,5.08369
ENSG00000264881,0.0
ENSG00000199562,0.0
ENSG00000142657,40.802
ENSG00000271989,0.0
ENSG00000175279,5.18612
ENSG00000241563,1.10355
ENSG00000160049,6.043
ENSG00000142655,19.7728
ENSG00000243267,0.106496
ENSG00000130940,1.33833
ENSG00000272078,0.372672
ENSG00000225158,0.0
ENSG00000175262,0.0507405
ENSG00000215785,0.210724
ENSG00000120948,36.2955
ENSG00000009724,119.574
ENSG00000271895,8.22845
ENSG00000116649,31.0211
ENSG00000171824,14.6126
ENSG00000226849,1.63618
ENSG00000230337,0.316023
ENSG00000198793,7.47069
ENSG00000225602,0.0
ENSG00000253086,0.0
ENSG00000171819,0.0643325
ENSG00000207451,0.0
ENSG00000238173,0.0
ENSG00000120942,4.67403
ENSG00000238199,0.0
ENSG00000224338,0.0
ENSG00000204624,0.00977364
ENSG00000235643,0.0
ENSG00000116661,15.7398
ENSG00000132879,14.8048
ENSG00000116663,11.5744
ENSG00000116670,14.7713
ENSG00000162490,0.0200692
ENSG00000177674,7.93055
ENSG00000215910,0.0135381
ENSG00000177553,0.0
ENSG00000177000,4.96152
ENSG00000011021,8.4081
ENSG00000242349,1.33907
ENSG00000175206,1.3644
ENSG00000120937,0.114646
ENSG00000224904,0.0
ENSG00000199347,0.0
ENSG00000201801,0.0
ENSG00000116685,33.9375
ENSG00000083444,48.2449
ENSG00000116688,39.3594
ENSG00000270914,0.0
ENSG00000116691,11.1147
ENSG00000202461,0.0
ENSG00000276869,0.0
ENSG00000243539,0.0
ENSG00000120949,0.0628318
ENSG00000201135,0.0
ENSG00000227875,0.0
ENSG00000283789,0.0
ENSG00000028137,21.396
ENSG00000263676,0.0
ENSG00000225196,0.0
ENSG00000252969,0.0
ENSG00000048707,4.13687
ENSG00000239149,0.686663
ENSG00000229484,2.34659
ENSG00000162496,158.947
ENSG00000221340,0.68335
ENSG00000276830,0.0
ENSG00000272482,0.791928
ENSG00000204518,0.0
ENSG00000226166,0.0
ENSG00000188984,0.0
ENSG00000157330,0.0
ENSG00000116726,0.0
ENSG00000116721,0.0
ENSG00000228338,0.0
ENSG00000239810,0.0
ENSG00000231103,0.0
ENSG00000179172,0.0453595
ENSG00000120952,0.0
ENSG00000243073,0.0
ENSG00000187545,0.117031
ENSG00000204510,0.0
ENSG00000207434,0.0
ENSG00000234064,0.0
ENSG00000232423,0.0
ENSG00000274178,0.0
ENSG00000274764,0.0
ENSG00000277058,0.0
ENSG00000229571,0.0
ENSG00000277862,0.0
ENSG00000236179,0.0
ENSG00000275774,0.0
ENSG00000229978,0.0
ENSG00000233336,0.0
ENSG00000280267,0.0
ENSG00000179412,0.0
ENSG00000204505,0.0
ENSG00000279169,0.0
ENSG00000279804,0.0
ENSG00000250894,0.0
ENSG00000270601,0.0
ENSG00000231219,0.0
ENSG00000207511,0.0
ENSG00000182330,0.0
ENSG00000237700,0.0588727
ENSG00000204501,0.0
ENSG00000228229,0.0
ENSG00000204481,0.0
ENSG00000204480,0.0
ENSG00000204479,0.0
ENSG00000204478,0.0
ENSG00000162494,0.0
ENSG00000259961,0.0
ENSG00000215909,0.0
ENSG00000162493,0.134126
ENSG00000222952,0.0
ENSG00000237445,0.0
ENSG00000253085,0.0
ENSG00000116731,3.53968
ENSG00000189337,1.57304
ENSG00000252151,0.0
ENSG00000231606,0.0
ENSG00000234593,0.0
ENSG00000235829,0.0
ENSG00000175147,0.132385
ENSG00000171729,2.04253
ENSG00000204464,0.0
ENSG00000215720,0.0
ENSG00000278480,0.0
ENSG00000142621,0.0240176
ENSG00000233485,0.0115356
ENSG00000236045,0.0
ENSG00000228140,0.0197163
ENSG00000142634,20.6548
ENSG00000162438,0.304343
ENSG00000142615,0.459803
ENSG00000215704,0.13801
ENSG00000132906,4.27798
ENSG00000116138,5.34174
ENSG00000251866,0.0
ENSG00000272510,4.85537
ENSG00000116771,31.0363
ENSG00000237301,0.0264082
ENSG00000235084,0.858
ENSG00000252417,0.0
ENSG00000236500,0.0
ENSG00000197312,13.4598
ENSG00000271742,0.0
ENSG00000116786,14.8724
ENSG00000237938,0.320088
ENSG00000162461,2.88088
ENSG00000162460,35.9642
ENSG00000224459,0.0
ENSG00000162458,3.07252
ENSG00000224321,0.499995
ENSG00000233954,2.16552
ENSG00000178715,0.487717
ENSG00000179743,1.56787
ENSG00000065526,8.25575
ENSG00000270620,0.0
ENSG00000116809,7.67296
ENSG00000234607,0.0
ENSG00000231353,0.0
ENSG00000275503,0.0
